,Year_sold,PARCEL,SequenceNum,SaleDate,SalePrice,PrPerSqFt,p_Cat,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,Map,GISACRES,LON,LAT,URL,URL2,ZIP
12201,2019,10604305A,20190860784,201902,40000,43.29004329,4,924,1947,9,0,0,78719,78719,80608,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.187682,-110.9619765,32.2663511,www.tucsonaz.gov/pro/pdsd/parcel_search/10604305A,http://gis.pima.gov/maps/detail.cfm?p=10604305A,85705
12202,2019,10604305A,20190881142,201903,59000,63.85281385,6,924,1947,9,0,0,78719,78719,80608,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.187682,-110.9619765,32.2663511,www.tucsonaz.gov/pro/pdsd/parcel_search/10604305A,http://gis.pima.gov/maps/detail.cfm?p=10604305A,85705
12203,2019,10604305A,20190881142,201903,59000,63.85281385,6,924,1947,9,0,0,78719,78719,80608,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.187682,-110.9619765,32.2663511,www.tucsonaz.gov/pro/pdsd/parcel_search/10604305A,http://gis.pima.gov/maps/detail.cfm?p=10604305A,85705
12204,2019,10604305A,20190881142,201903,59000,63.85281385,6,924,1947,9,0,0,78719,78719,80608,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.187682,-110.9619765,32.2663511,www.tucsonaz.gov/pro/pdsd/parcel_search/10604305A,http://gis.pima.gov/maps/detail.cfm?p=10604305A,85705
12205,2019,106042150,20190390192,201901,142000,100.4953999,10,1413,1962,3,1,0,117223,117223,117223,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.183201,-110.9674694,32.26800656,www.tucsonaz.gov/pro/pdsd/parcel_search/106042150,http://gis.pima.gov/maps/detail.cfm?p=106042150,85705
12206,2019,106042150,20190390192,201901,142000,100.4953999,10,1413,1962,3,1,0,117223,117223,117223,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.183201,-110.9674694,32.26800656,www.tucsonaz.gov/pro/pdsd/parcel_search/106042150,http://gis.pima.gov/maps/detail.cfm?p=106042150,85705
12207,2019,106042150,20190390192,201901,142000,100.4953999,10,1413,1962,3,1,0,117223,117223,117223,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.183201,-110.9674694,32.26800656,www.tucsonaz.gov/pro/pdsd/parcel_search/106042150,http://gis.pima.gov/maps/detail.cfm?p=106042150,85705
12208,2019,106042150,20190390192,201901,142000,100.4953999,10,1413,1962,3,1,0,117223,117223,117223,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.183201,-110.9674694,32.26800656,www.tucsonaz.gov/pro/pdsd/parcel_search/106042150,http://gis.pima.gov/maps/detail.cfm?p=106042150,85705
12209,2019,106042150,20190390192,201901,142000,100.4953999,10,1413,1962,3,1,0,117223,117223,117223,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.183201,-110.9674694,32.26800656,www.tucsonaz.gov/pro/pdsd/parcel_search/106042150,http://gis.pima.gov/maps/detail.cfm?p=106042150,85705
12213,2019,10604179E,20192050074,201907,125000,114.9954002,11,1087,1989,9,0,0,101965,101965,101965,19901017,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041_B09.PDF,0.093076,-110.9632518,32.26793699,www.tucsonaz.gov/pro/pdsd/parcel_search/10604179E,http://gis.pima.gov/maps/detail.cfm?p=10604179E,85718
12214,2019,10604179E,20192050074,201907,125000,114.9954002,11,1087,1989,9,0,0,101965,101965,101965,19901017,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041_B09.PDF,0.093076,-110.9632518,32.26793699,www.tucsonaz.gov/pro/pdsd/parcel_search/10604179E,http://gis.pima.gov/maps/detail.cfm?p=10604179E,85718
12215,2019,10604179E,20192050074,201907,125000,114.9954002,11,1087,1989,9,0,0,101965,101965,101965,19901017,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041_B09.PDF,0.093076,-110.9632518,32.26793699,www.tucsonaz.gov/pro/pdsd/parcel_search/10604179E,http://gis.pima.gov/maps/detail.cfm?p=10604179E,85718
12216,2019,10604179E,20192050074,201907,125000,114.9954002,11,1087,1989,9,0,0,101965,101965,101965,19901017,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041_B09.PDF,0.093076,-110.9632518,32.26793699,www.tucsonaz.gov/pro/pdsd/parcel_search/10604179E,http://gis.pima.gov/maps/detail.cfm?p=10604179E,85718
12217,2019,10604179E,20192050074,201907,125000,114.9954002,11,1087,1989,9,0,0,101965,101965,101965,19901017,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041_B09.PDF,0.093076,-110.9632518,32.26793699,www.tucsonaz.gov/pro/pdsd/parcel_search/10604179E,http://gis.pima.gov/maps/detail.cfm?p=10604179E,85718
12218,2019,106041480,20191050338,201904,164000,114.5251397,11,1432,1952,9,0,0,115992,115992,115992,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.109018,-110.9632592,32.26908657,www.tucsonaz.gov/pro/pdsd/parcel_search/106041480,http://gis.pima.gov/maps/detail.cfm?p=106041480,85719
12219,2019,106041480,20191050338,201904,164000,114.5251397,11,1432,1952,9,0,0,115992,115992,115992,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.109018,-110.9632592,32.26908657,www.tucsonaz.gov/pro/pdsd/parcel_search/106041480,http://gis.pima.gov/maps/detail.cfm?p=106041480,85719
12220,2019,106041480,20191050338,201904,164000,114.5251397,11,1432,1952,9,0,0,115992,115992,115992,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.109018,-110.9632592,32.26908657,www.tucsonaz.gov/pro/pdsd/parcel_search/106041480,http://gis.pima.gov/maps/detail.cfm?p=106041480,85719
12221,2019,106041480,20191050338,201904,164000,114.5251397,11,1432,1952,9,0,0,115992,115992,115992,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.109018,-110.9632592,32.26908657,www.tucsonaz.gov/pro/pdsd/parcel_search/106041480,http://gis.pima.gov/maps/detail.cfm?p=106041480,85719
12222,2019,106041480,20191050338,201904,164000,114.5251397,11,1432,1952,9,0,0,115992,115992,115992,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.109018,-110.9632592,32.26908657,www.tucsonaz.gov/pro/pdsd/parcel_search/106041480,http://gis.pima.gov/maps/detail.cfm?p=106041480,85719
12227,2019,106031130,20191690686,201905,126000,129.2307692,12,975,1948,3,1,0,131714,131714,131714,20120419,http://www.asr.pima.gov/ParcelData/Map/Arm/MP04/04073_05.pdf,0.67862499,-110.9743083,32.26678641,www.tucsonaz.gov/pro/pdsd/parcel_search/106031130,http://gis.pima.gov/maps/detail.cfm?p=106031130,85705
12228,2019,106031130,20191690686,201905,126000,129.2307692,12,975,1948,3,1,0,131714,131714,131714,20120419,http://www.asr.pima.gov/ParcelData/Map/Arm/MP04/04073_05.pdf,0.67862499,-110.9743083,32.26678641,www.tucsonaz.gov/pro/pdsd/parcel_search/106031130,http://gis.pima.gov/maps/detail.cfm?p=106031130,85705
12229,2019,106031130,20191690686,201905,126000,129.2307692,12,975,1948,3,1,0,131714,131714,131714,20120419,http://www.asr.pima.gov/ParcelData/Map/Arm/MP04/04073_05.pdf,0.67862499,-110.9743083,32.26678641,www.tucsonaz.gov/pro/pdsd/parcel_search/106031130,http://gis.pima.gov/maps/detail.cfm?p=106031130,85705
12230,2019,106031130,20191690686,201905,126000,129.2307692,12,975,1948,3,1,0,131714,131714,131714,20120419,http://www.asr.pima.gov/ParcelData/Map/Arm/MP04/04073_05.pdf,0.67862499,-110.9743083,32.26678641,www.tucsonaz.gov/pro/pdsd/parcel_search/106031130,http://gis.pima.gov/maps/detail.cfm?p=106031130,85705
12231,2019,106031130,20191690686,201905,126000,129.2307692,12,975,1948,3,1,0,131714,131714,131714,20120419,http://www.asr.pima.gov/ParcelData/Map/Arm/MP04/04073_05.pdf,0.67862499,-110.9743083,32.26678641,www.tucsonaz.gov/pro/pdsd/parcel_search/106031130,http://gis.pima.gov/maps/detail.cfm?p=106031130,85705
12232,2019,106023970,20191230677,201903,152000,117.7381875,11,1291,1983,3,1,0,117787,117787,117787,19901205,http://www.asr.pima.gov/ParcelData/Map/Arm/MP33/33048.pdf,0.0641877,-110.9706246,32.27714947,www.tucsonaz.gov/pro/pdsd/parcel_search/106023970,http://gis.pima.gov/maps/detail.cfm?p=106023970,85705
12233,2019,106023970,20191230677,201903,152000,117.7381875,11,1291,1983,3,1,0,117787,117787,117787,19901205,http://www.asr.pima.gov/ParcelData/Map/Arm/MP33/33048.pdf,0.0641877,-110.9706246,32.27714947,www.tucsonaz.gov/pro/pdsd/parcel_search/106023970,http://gis.pima.gov/maps/detail.cfm?p=106023970,85705
12234,2019,106023970,20191230677,201903,152000,117.7381875,11,1291,1983,3,1,0,117787,117787,117787,19901205,http://www.asr.pima.gov/ParcelData/Map/Arm/MP33/33048.pdf,0.0641877,-110.9706246,32.27714947,www.tucsonaz.gov/pro/pdsd/parcel_search/106023970,http://gis.pima.gov/maps/detail.cfm?p=106023970,85705
12235,2019,106023970,20191230677,201903,152000,117.7381875,11,1291,1983,3,1,0,117787,117787,117787,19901205,http://www.asr.pima.gov/ParcelData/Map/Arm/MP33/33048.pdf,0.0641877,-110.9706246,32.27714947,www.tucsonaz.gov/pro/pdsd/parcel_search/106023970,http://gis.pima.gov/maps/detail.cfm?p=106023970,85705
12236,2019,106023970,20191230677,201903,152000,117.7381875,11,1291,1983,3,1,0,117787,117787,117787,19901205,http://www.asr.pima.gov/ParcelData/Map/Arm/MP33/33048.pdf,0.0641877,-110.9706246,32.27714947,www.tucsonaz.gov/pro/pdsd/parcel_search/106023970,http://gis.pima.gov/maps/detail.cfm?p=106023970,85705
12244,2019,10602077A,20191920353,201905,128000,153.8461538,15,832,1960,3,1,0,86845,86845,86845,19871228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP05/M05028_02.PDF,0.165362,-110.9675469,32.27904777,www.tucsonaz.gov/pro/pdsd/parcel_search/10602077A,http://gis.pima.gov/maps/detail.cfm?p=10602077A,85705
12245,2019,10602077A,20191920353,201905,128000,153.8461538,15,832,1960,3,1,0,86845,86845,86845,19871228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP05/M05028_02.PDF,0.165362,-110.9675469,32.27904777,www.tucsonaz.gov/pro/pdsd/parcel_search/10602077A,http://gis.pima.gov/maps/detail.cfm?p=10602077A,85705
12246,2019,10602077A,20191920353,201905,128000,153.8461538,15,832,1960,3,1,0,86845,86845,86845,19871228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP05/M05028_02.PDF,0.165362,-110.9675469,32.27904777,www.tucsonaz.gov/pro/pdsd/parcel_search/10602077A,http://gis.pima.gov/maps/detail.cfm?p=10602077A,85705
12247,2019,10602077A,20191920353,201905,128000,153.8461538,15,832,1960,3,1,0,86845,86845,86845,19871228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP05/M05028_02.PDF,0.165362,-110.9675469,32.27904777,www.tucsonaz.gov/pro/pdsd/parcel_search/10602077A,http://gis.pima.gov/maps/detail.cfm?p=10602077A,85705
12248,2019,10602077A,20191920353,201905,128000,153.8461538,15,832,1960,3,1,0,86845,86845,86845,19871228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP05/M05028_02.PDF,0.165362,-110.9675469,32.27904777,www.tucsonaz.gov/pro/pdsd/parcel_search/10602077A,http://gis.pima.gov/maps/detail.cfm?p=10602077A,85705
12249,2019,106012370,20191920304,201907,183500,125.6849315,12,1460,1956,6,3,0,138402,138402,138402,19900817,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/10060.pdf,0.219033,-110.9651834,32.27477771,www.tucsonaz.gov/pro/pdsd/parcel_search/106012370,http://gis.pima.gov/maps/detail.cfm?p=106012370,85705
12250,2019,106012370,20191920304,201907,183500,125.6849315,12,1460,1956,6,3,0,138402,138402,138402,19900817,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/10060.pdf,0.219033,-110.9651834,32.27477771,www.tucsonaz.gov/pro/pdsd/parcel_search/106012370,http://gis.pima.gov/maps/detail.cfm?p=106012370,85705
12251,2019,106012370,20191920304,201907,183500,125.6849315,12,1460,1956,6,3,0,138402,138402,138402,19900817,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/10060.pdf,0.219033,-110.9651834,32.27477771,www.tucsonaz.gov/pro/pdsd/parcel_search/106012370,http://gis.pima.gov/maps/detail.cfm?p=106012370,85705
12252,2019,106012370,20191920304,201907,183500,125.6849315,12,1460,1956,6,3,0,138402,138402,138402,19900817,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/10060.pdf,0.219033,-110.9651834,32.27477771,www.tucsonaz.gov/pro/pdsd/parcel_search/106012370,http://gis.pima.gov/maps/detail.cfm?p=106012370,85705
12253,2019,106012370,20191920304,201907,183500,125.6849315,12,1460,1956,6,3,0,138402,138402,138402,19900817,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/10060.pdf,0.219033,-110.9651834,32.27477771,www.tucsonaz.gov/pro/pdsd/parcel_search/106012370,http://gis.pima.gov/maps/detail.cfm?p=106012370,85705
12254,2019,10601144A,20191360217,201904,174000,245.416079,20,709,1948,9,0,0,95899,95899,98201,20070124,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03083.PDF,0.31299001,-110.9628761,32.27467844,www.tucsonaz.gov/pro/pdsd/parcel_search/10601144A,http://gis.pima.gov/maps/detail.cfm?p=10601144A,60123
12255,2019,10601064A,20191370128,201905,165321,131.2071429,13,1260,2007,9,0,0,115609,115609,115609,20070314,http://www.asr.pima.gov/ParcelData/Map/Arm/MP08/08061.PDF,0.112214,-110.9625128,32.27730403,www.tucsonaz.gov/pro/pdsd/parcel_search/10601064A,http://gis.pima.gov/maps/detail.cfm?p=10601064A,85286
12256,2019,10601064A,20191370128,201905,165321,131.2071429,13,1260,2007,9,0,0,115609,115609,115609,20070314,http://www.asr.pima.gov/ParcelData/Map/Arm/MP08/08061.PDF,0.112214,-110.9625128,32.27730403,www.tucsonaz.gov/pro/pdsd/parcel_search/10601064A,http://gis.pima.gov/maps/detail.cfm?p=10601064A,85286
12257,2019,10601064A,20191370128,201905,165321,131.2071429,13,1260,2007,9,0,0,115609,115609,115609,20070314,http://www.asr.pima.gov/ParcelData/Map/Arm/MP08/08061.PDF,0.112214,-110.9625128,32.27730403,www.tucsonaz.gov/pro/pdsd/parcel_search/10601064A,http://gis.pima.gov/maps/detail.cfm?p=10601064A,85286
12258,2019,10601064A,20191370128,201905,165321,131.2071429,13,1260,2007,9,0,0,115609,115609,115609,20070314,http://www.asr.pima.gov/ParcelData/Map/Arm/MP08/08061.PDF,0.112214,-110.9625128,32.27730403,www.tucsonaz.gov/pro/pdsd/parcel_search/10601064A,http://gis.pima.gov/maps/detail.cfm?p=10601064A,85286
12259,2019,10601064A,20191370128,201905,165321,131.2071429,13,1260,2007,9,0,0,115609,115609,115609,20070314,http://www.asr.pima.gov/ParcelData/Map/Arm/MP08/08061.PDF,0.112214,-110.9625128,32.27730403,www.tucsonaz.gov/pro/pdsd/parcel_search/10601064A,http://gis.pima.gov/maps/detail.cfm?p=10601064A,85286
12260,2019,105132690,20191920452,201906,222500,125.6352343,12,1771,2013,1,2,0,197687,197687,213502,20130627,http://www.asr.pima.gov/ParcelData/Map/Arm/MP64/64061.pdf,0.0541268,-110.9645331,32.28238227,www.tucsonaz.gov/pro/pdsd/parcel_search/105132690,http://gis.pima.gov/maps/detail.cfm?p=105132690,85701
12267,2019,10513091A,20190810737,201903,100000,153.1393568,15,653,1941,1,1,0,78217,78217,70395,20111212,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/06065.pdf,0.423839,-110.96594,32.28185968,www.tucsonaz.gov/pro/pdsd/parcel_search/10513091A,http://gis.pima.gov/maps/detail.cfm?p=10513091A,85716
12268,2019,10513091A,20190810737,201903,100000,153.1393568,15,653,1941,1,1,0,78217,78217,70395,20111212,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/06065.pdf,0.423839,-110.96594,32.28185968,www.tucsonaz.gov/pro/pdsd/parcel_search/10513091A,http://gis.pima.gov/maps/detail.cfm?p=10513091A,85716
12269,2019,10513091A,20190810737,201903,100000,153.1393568,15,653,1941,1,1,0,78217,78217,70395,20111212,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/06065.pdf,0.423839,-110.96594,32.28185968,www.tucsonaz.gov/pro/pdsd/parcel_search/10513091A,http://gis.pima.gov/maps/detail.cfm?p=10513091A,85716
12283,2019,10513002B,20191370765,201904,194500,141.9708029,14,1370,2006,1,2,0,132111,132111,145322,20060525,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132443.PDF,0.146763,-110.9694835,32.28025403,www.tucsonaz.gov/pro/pdsd/parcel_search/10513002B,http://gis.pima.gov/maps/detail.cfm?p=10513002B,85705
12284,2019,10513002B,20191370765,201904,194500,141.9708029,14,1370,2006,1,2,0,132111,132111,145322,20060525,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132443.PDF,0.146763,-110.9694835,32.28025403,www.tucsonaz.gov/pro/pdsd/parcel_search/10513002B,http://gis.pima.gov/maps/detail.cfm?p=10513002B,85705
12285,2019,10513002B,20191370765,201904,194500,141.9708029,14,1370,2006,1,2,0,132111,132111,145322,20060525,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132443.PDF,0.146763,-110.9694835,32.28025403,www.tucsonaz.gov/pro/pdsd/parcel_search/10513002B,http://gis.pima.gov/maps/detail.cfm?p=10513002B,85705
12286,2019,10512008D,20191440301,201904,185000,143.5221102,14,1289,2003,3,1,0,126511,126511,139162,20101116,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132431.PDF,0.14957,-110.9718919,32.28385895,www.tucsonaz.gov/pro/pdsd/parcel_search/10512008D,http://gis.pima.gov/maps/detail.cfm?p=10512008D,85705
12287,2019,10512008D,20191440301,201904,185000,143.5221102,14,1289,2003,3,1,0,126511,126511,139162,20101116,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132431.PDF,0.14957,-110.9718919,32.28385895,www.tucsonaz.gov/pro/pdsd/parcel_search/10512008D,http://gis.pima.gov/maps/detail.cfm?p=10512008D,85705
12288,2019,10512008D,20191440301,201904,185000,143.5221102,14,1289,2003,3,1,0,126511,126511,139162,20101116,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132431.PDF,0.14957,-110.9718919,32.28385895,www.tucsonaz.gov/pro/pdsd/parcel_search/10512008D,http://gis.pima.gov/maps/detail.cfm?p=10512008D,85705
12289,2019,105101220,20191570472,201905,192500,147.5095785,14,1305,1969,3,2,0,133342,133342,146676,19851030,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15051.pdf,0.175473,-110.9656712,32.28560372,www.tucsonaz.gov/pro/pdsd/parcel_search/105101220,http://gis.pima.gov/maps/detail.cfm?p=105101220,85754
12290,2019,105101220,20191570472,201905,192500,147.5095785,14,1305,1969,3,2,0,133342,133342,146676,19851030,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15051.pdf,0.175473,-110.9656712,32.28560372,www.tucsonaz.gov/pro/pdsd/parcel_search/105101220,http://gis.pima.gov/maps/detail.cfm?p=105101220,85754
12291,2019,105101220,20191570472,201905,192500,147.5095785,14,1305,1969,3,2,0,133342,133342,146676,19851030,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15051.pdf,0.175473,-110.9656712,32.28560372,www.tucsonaz.gov/pro/pdsd/parcel_search/105101220,http://gis.pima.gov/maps/detail.cfm?p=105101220,85754
12292,2019,105101220,20191570472,201905,192500,147.5095785,14,1305,1969,3,2,0,133342,133342,146676,19851030,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15051.pdf,0.175473,-110.9656712,32.28560372,www.tucsonaz.gov/pro/pdsd/parcel_search/105101220,http://gis.pima.gov/maps/detail.cfm?p=105101220,85754
12293,2019,105101220,20191570472,201905,192500,147.5095785,14,1305,1969,3,2,0,133342,133342,146676,19851030,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15051.pdf,0.175473,-110.9656712,32.28560372,www.tucsonaz.gov/pro/pdsd/parcel_search/105101220,http://gis.pima.gov/maps/detail.cfm?p=105101220,85754
12294,2019,105100430,20190650216,201903,200000,239.2344498,20,836,2004,9,0,0,132286,132286,145515,20111025,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03008.PDF,0.179047,-110.9676784,32.28539671,www.tucsonaz.gov/pro/pdsd/parcel_search/105100430,http://gis.pima.gov/maps/detail.cfm?p=105100430,85705
12295,2019,105100260,20191370529,201905,194700,141.0869565,14,1380,1959,3,1,0,119555,119555,131511,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03008_02.PDF,0.161882,-110.9673519,32.2854178,www.tucsonaz.gov/pro/pdsd/parcel_search/105100260,http://gis.pima.gov/maps/detail.cfm?p=105100260,85705
12296,2019,105100260,20191370529,201905,194700,141.0869565,14,1380,1959,3,1,0,119555,119555,131511,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03008_02.PDF,0.161882,-110.9673519,32.2854178,www.tucsonaz.gov/pro/pdsd/parcel_search/105100260,http://gis.pima.gov/maps/detail.cfm?p=105100260,85705
12297,2019,105100260,20191370529,201905,194700,141.0869565,14,1380,1959,3,1,0,119555,119555,131511,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03008_02.PDF,0.161882,-110.9673519,32.2854178,www.tucsonaz.gov/pro/pdsd/parcel_search/105100260,http://gis.pima.gov/maps/detail.cfm?p=105100260,85705
12298,2019,105100260,20191370529,201905,194700,141.0869565,14,1380,1959,3,1,0,119555,119555,131511,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03008_02.PDF,0.161882,-110.9673519,32.2854178,www.tucsonaz.gov/pro/pdsd/parcel_search/105100260,http://gis.pima.gov/maps/detail.cfm?p=105100260,85705
12299,2019,105100260,20191370529,201905,194700,141.0869565,14,1380,1959,3,1,0,119555,119555,131511,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03008_02.PDF,0.161882,-110.9673519,32.2854178,www.tucsonaz.gov/pro/pdsd/parcel_search/105100260,http://gis.pima.gov/maps/detail.cfm?p=105100260,85705
12300,2019,105100230,20191360584,201904,179000,126.6808209,12,1413,1959,3,1,0,119109,119109,131020,19860825,http://www.asr.pima.gov/ParcelData/Map/Arm/MP03/M03008.PDF,0.146378,-110.9673371,32.28482521,www.tucsonaz.gov/pro/pdsd/parcel_search/105100230,http://gis.pima.gov/maps/detail.cfm?p=105100230,85705
