,Year_sold,PARCEL,SequenceNum,SaleDate,SalePrice,PrPerSqFt,p_Cat,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,Map,GISACRES,LON,LAT,URL,URL2,ZIP
155,2019,305731520,20191690206,201905,249000,132.4468085,13,1880,2007,1,2,0,192162,192162,201770,20071228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.126913,-110.7002235,32.0666909,www.tucsonaz.gov/pro/pdsd/parcel_search/305731520,http://gis.pima.gov/maps/detail.cfm?p=305731520,85641
156,2019,305731490,20191890219,201906,299500,150.3514056,15,1992,2007,1,2,0,200310,200310,210326,20071228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.121722,-110.7006274,32.06646354,www.tucsonaz.gov/pro/pdsd/parcel_search/305731490,http://gis.pima.gov/maps/detail.cfm?p=305731490,85641
157,2019,305731100,20191890516,201905,223900,151.3860717,15,1479,2010,1,2,0,164815,164815,173056,20100802,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.0914644,-110.6948235,32.06712627,www.tucsonaz.gov/pro/pdsd/parcel_search/305731100,http://gis.pima.gov/maps/detail.cfm?p=305731100,85641
158,2019,305731040,20192050650,201907,216000,148.6579491,14,1453,2010,1,2,0,162843,162843,170985,20100618,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.0885663,-110.6958265,32.06715643,www.tucsonaz.gov/pro/pdsd/parcel_search/305731040,http://gis.pima.gov/maps/detail.cfm?p=305731040,85641
159,2019,305730980,20191430116,201901,238900,156.3481675,15,1528,2009,1,2,0,167719,167719,176105,20090601,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.0906163,-110.6966148,32.06738743,www.tucsonaz.gov/pro/pdsd/parcel_search/305730980,http://gis.pima.gov/maps/detail.cfm?p=305730980,85641
160,2019,305730940,20191630468,201905,213000,139.3979058,13,1528,2009,1,2,0,167706,167706,176091,20111208,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.09207,-110.6959616,32.06748244,www.tucsonaz.gov/pro/pdsd/parcel_search/305730940,http://gis.pima.gov/maps/detail.cfm?p=305730940,85641
161,2019,305730600,20190881333,201903,230000,142.9459291,14,1609,2013,1,2,0,177498,177498,186373,20130812,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.0981265,-110.6928348,32.06728169,www.tucsonaz.gov/pro/pdsd/parcel_search/305730600,http://gis.pima.gov/maps/detail.cfm?p=305730600,16105
162,2019,305730550,20190100386,201901,238000,160.9195402,16,1479,2011,1,2,0,165636,165636,173918,20110310,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.09207,-110.6923561,32.06760713,www.tucsonaz.gov/pro/pdsd/parcel_search/305730550,http://gis.pima.gov/maps/detail.cfm?p=305730550,91505
163,2019,305730070,20191080243,201903,269900,169.1102757,16,1596,2012,1,3,0,204230,204230,214442,20120803,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.160831,-110.6995754,32.06403829,www.tucsonaz.gov/pro/pdsd/parcel_search/305730070,http://gis.pima.gov/maps/detail.cfm?p=305730070,85641
164,2019,305730010,20190810604,201902,325000,137.7702416,13,2359,2011,1,2,0,253247,253247,265909,20111103,http://www.asr.pima.gov/ParcelData/Map/Arm/MP63/63010_CT.PDF,0.14910901,-110.6984874,32.06423171,www.tucsonaz.gov/pro/pdsd/parcel_search/305730010,http://gis.pima.gov/maps/detail.cfm?p=305730010,85641
166,2019,305721670,20191160304,201903,234000,130,13,1800,2011,1,2,0,189875,189875,199369,20110603,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076_03.PDF,0.19381,-110.7090829,32.06286622,www.tucsonaz.gov/pro/pdsd/parcel_search/305721670,http://gis.pima.gov/maps/detail.cfm?p=305721670,85641
167,2019,305721620,20190720403,201901,243000,104.9222798,10,2316,2010,1,3,0,219466,219466,230439,20100802,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076.PDF,0.151995,-110.7080511,32.06304191,www.tucsonaz.gov/pro/pdsd/parcel_search/305721620,http://gis.pima.gov/maps/detail.cfm?p=305721620,85641
168,2019,305721610,20192100122,201906,250000,107.9447323,10,2316,2009,1,3,0,218398,218398,229318,20090622,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076.PDF,0.142947,-110.7079187,32.06313364,www.tucsonaz.gov/pro/pdsd/parcel_search/305721610,http://gis.pima.gov/maps/detail.cfm?p=305721610,85641
169,2019,305721430,20190520069,201901,189000,135.2899069,13,1397,2011,1,2,0,159382,159382,167351,20110603,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076.PDF,0.141839,-110.7083097,32.06328789,www.tucsonaz.gov/pro/pdsd/parcel_search/305721430,http://gis.pima.gov/maps/detail.cfm?p=305721430,85641
170,2019,305721410,20190720574,201901,278000,110.0118718,11,2527,2009,1,2,450,242883,242883,255027,20090320,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076_03.PDF,0.171469,-110.7086734,32.06318479,www.tucsonaz.gov/pro/pdsd/parcel_search/305721410,http://gis.pima.gov/maps/detail.cfm?p=305721410,85641
171,2019,305721360,20191430647,201903,255900,119.0786412,11,2149,2009,1,2,0,213591,213591,224271,20091116,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076_01.PDF,0.133834,-110.7096462,32.06351198,www.tucsonaz.gov/pro/pdsd/parcel_search/305721360,http://gis.pima.gov/maps/detail.cfm?p=305721360,85641
172,2019,305721280,20190560365,201901,239000,130.9589041,13,1825,2008,1,2,0,188975,188975,198424,20080313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076_01.PDF,0.124876,-110.710464,32.06436752,www.tucsonaz.gov/pro/pdsd/parcel_search/305721280,http://gis.pima.gov/maps/detail.cfm?p=305721280,85641
173,2019,305721020,20190930374,201902,220000,125.7142857,12,1750,2009,1,2,0,184294,184294,193509,20091214,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076_01.PDF,0.110054,-110.7095271,32.06464589,www.tucsonaz.gov/pro/pdsd/parcel_search/305721020,http://gis.pima.gov/maps/detail.cfm?p=305721020,85641
174,2019,305720940,20192260528,201907,262000,128.49436,12,2039,2008,1,2,0,207911,207911,218307,20081021,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076_01.PDF,0.12826601,-110.7104648,32.06486108,www.tucsonaz.gov/pro/pdsd/parcel_search/305720940,http://gis.pima.gov/maps/detail.cfm?p=305720940,85641
175,2019,305720710,20191230163,201903,247500,137.5,13,1800,2011,1,2,450,212169,212169,222777,20130214,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076.PDF,0.16499899,-110.7094131,32.06242503,www.tucsonaz.gov/pro/pdsd/parcel_search/305720710,http://gis.pima.gov/maps/detail.cfm?p=305720710,85641
176,2019,305720700,20190740280,201902,193000,138.1531854,13,1397,2011,1,2,0,159382,159382,167351,20110603,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076.PDF,0.149037,-110.7092516,32.06240428,www.tucsonaz.gov/pro/pdsd/parcel_search/305720700,http://gis.pima.gov/maps/detail.cfm?p=305720700,94542
177,2019,305720570,20191840562,201905,280000,96.45194626,9,2903,2013,1,2,0,255090,255090,267845,20131213,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076_03.PDF,0.131997,-110.7073246,32.06296441,www.tucsonaz.gov/pro/pdsd/parcel_search/305720570,http://gis.pima.gov/maps/detail.cfm?p=305720570,85641
178,2019,305720250,20192000594,201906,233000,129.4444444,12,1800,2013,1,2,0,195322,195322,205088,20130304,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62076.PDF,0.113632,-110.7064005,32.06407763,www.tucsonaz.gov/pro/pdsd/parcel_search/305720250,http://gis.pima.gov/maps/detail.cfm?p=305720250,85641
179,2019,305711630,20191300190,201904,267500,136.8286445,13,1955,2006,1,2,0,189988,189988,199487,20060908,http://www.asr.pima.gov/ParcelData/Map/Arm/MP58/58076_01.PDF,0.18470401,-110.7015205,32.05791785,www.tucsonaz.gov/pro/pdsd/parcel_search/305711630,http://gis.pima.gov/maps/detail.cfm?p=305711630,85641
180,2019,305711330,20190930194,201902,270000,152.4562394,15,1771,2006,1,2,0,177404,177404,186274,20060727,http://www.asr.pima.gov/ParcelData/Map/Arm/MP58/58076_01.PDF,0.153235,-110.7015682,32.05915373,www.tucsonaz.gov/pro/pdsd/parcel_search/305711330,http://gis.pima.gov/maps/detail.cfm?p=305711330,85641
181,2019,305711170,20191580147,201903,300000,128.314799,12,2338,2005,1,3,0,225632,225632,236914,20060126,http://www.asr.pima.gov/ParcelData/Map/Arm/MP58/58076_02.PDF,0.21293101,-110.7033991,32.06007856,www.tucsonaz.gov/pro/pdsd/parcel_search/305711170,http://gis.pima.gov/maps/detail.cfm?p=305711170,85641
182,2019,305711000,20191780598,201906,279000,133.7488015,13,2086,2006,1,3,0,206315,206315,216631,20060908,http://www.asr.pima.gov/ParcelData/Map/Arm/MP58/58076_02.PDF,0.168037,-110.7031994,32.05899688,www.tucsonaz.gov/pro/pdsd/parcel_search/305711000,http://gis.pima.gov/maps/detail.cfm?p=305711000,85641
183,2019,305710800,20191300067,201903,233000,145.625,14,1600,2005,1,2,0,165503,165503,173778,20050526,http://www.asr.pima.gov/ParcelData/Map/Arm/MP58/58069_01.PDF,0.213127,-110.7039718,32.06331553,www.tucsonaz.gov/pro/pdsd/parcel_search/305710800,http://gis.pima.gov/maps/detail.cfm?p=305710800,85641
184,2019,305710350,20190780260,201902,262500,124.8810657,12,2102,2006,1,2,0,215520,215520,226296,20060126,http://www.asr.pima.gov/ParcelData/Map/Arm/MP58/58069_02.PDF,0.207249,-110.6999463,32.06333656,www.tucsonaz.gov/pro/pdsd/parcel_search/305710350,http://gis.pima.gov/maps/detail.cfm?p=305710350,85641
185,2019,305710270,20192100843,201907,220000,137.5,13,1600,2006,1,2,0,178994,178994,187944,20060721,http://www.asr.pima.gov/ParcelData/Map/Arm/MP58/58069_02.PDF,0.144179,-110.7011783,32.06286059,www.tucsonaz.gov/pro/pdsd/parcel_search/305710270,http://gis.pima.gov/maps/detail.cfm?p=305710270,85641
186,2019,305676350,20190450132,201902,485000,130.3763441,13,3720,2013,1,3,0,407335,407335,431775,20130702,http://www.asr.pima.gov/ParcelData/Map/Arm/MP62/62028_01.PDF,0.75573498,-110.7899949,31.92946275,www.tucsonaz.gov/pro/pdsd/parcel_search/305676350,http://gis.pima.gov/maps/detail.cfm?p=305676350,85641
187,2019,305675800,20191260432,201903,525000,158.8021779,15,3306,2007,1,3,450,385068,385068,408172,20090930,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61080.PDF,0.99720901,-110.7995462,31.94560688,www.tucsonaz.gov/pro/pdsd/parcel_search/305675800,http://gis.pima.gov/maps/detail.cfm?p=305675800,85641
188,2019,305675790,20191630506,201904,565000,161.4285714,16,3500,2008,1,3,450,398902,398902,422836,20081204,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61080.PDF,1.00342,-110.8001289,31.94553612,www.tucsonaz.gov/pro/pdsd/parcel_search/305675790,http://gis.pima.gov/maps/detail.cfm?p=305675790,85641
189,2019,305674740,20191990318,201906,423000,136.3636364,13,3102,2007,1,3,0,326732,326732,346336,20070313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_11.PDF,0.25454801,-110.7942774,31.94719374,www.tucsonaz.gov/pro/pdsd/parcel_search/305674740,http://gis.pima.gov/maps/detail.cfm?p=305674740,85641
190,2019,305674590,20191370612,201903,415000,184.4444444,118,2250,2006,1,3,450,281550,281550,298443,20070919,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_12.PDF,0.25548801,-110.7935374,31.95044268,www.tucsonaz.gov/pro/pdsd/parcel_search/305674590,http://gis.pima.gov/maps/detail.cfm?p=305674590,85641
191,2019,305674510,20192000787,201906,425000,182.7171109,118,2326,2007,1,3,450,287202,287202,304434,20070301,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_11.PDF,0.29908499,-110.7929392,31.94839754,www.tucsonaz.gov/pro/pdsd/parcel_search/305674510,http://gis.pima.gov/maps/detail.cfm?p=305674510,85641
192,2019,305673950,20191510869,201904,258000,111.4952463,11,2314,2007,1,2,0,195871,195871,219376,20070525,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_08.PDF,0.176761,-110.7956826,31.94123384,www.tucsonaz.gov/pro/pdsd/parcel_search/305673950,http://gis.pima.gov/maps/detail.cfm?p=305673950,85641
193,2019,305673580,20191680621,201905,298000,99.39959973,9,2998,2006,1,3,0,222523,222523,249226,20061222,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_08.PDF,0.199954,-110.7971942,31.94182401,www.tucsonaz.gov/pro/pdsd/parcel_search/305673580,http://gis.pima.gov/maps/detail.cfm?p=305673580,85641
194,2019,305673530,20192101002,201906,295000,137.7860813,13,2141,2006,1,3,450,211700,211700,237104,20061222,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_08.PDF,0.176761,-110.7972078,31.94081265,www.tucsonaz.gov/pro/pdsd/parcel_search/305673530,http://gis.pima.gov/maps/detail.cfm?p=305673530,85641
195,2019,305673340,20191140397,201903,239900,103.673293,10,2314,2006,1,2,0,193248,193248,216438,20061222,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_08.PDF,0.19133499,-110.7975744,31.94132775,www.tucsonaz.gov/pro/pdsd/parcel_search/305673340,http://gis.pima.gov/maps/detail.cfm?p=305673340,85641
196,2019,305673330,20191720220,201905,236000,126.745435,12,1862,2006,1,2,0,166211,166211,186156,20061222,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_08.PDF,0.248863,-110.7976211,31.94158813,www.tucsonaz.gov/pro/pdsd/parcel_search/305673330,http://gis.pima.gov/maps/detail.cfm?p=305673330,85641
197,2019,305673040,20190700599,201901,212000,119.3693694,11,1776,2009,1,2,0,163566,163566,183194,20091106,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_07.PDF,0.145197,-110.795746,31.93679323,www.tucsonaz.gov/pro/pdsd/parcel_search/305673040,http://gis.pima.gov/maps/detail.cfm?p=305673040,85641
198,2019,305672920,20191360532,201904,221500,124.7184685,12,1776,2006,1,2,0,161067,161067,180395,20061222,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_06.PDF,0.15969799,-110.7969869,31.93553993,www.tucsonaz.gov/pro/pdsd/parcel_search/305672920,http://gis.pima.gov/maps/detail.cfm?p=305672920,85641
199,2019,305672900,20191790391,201906,198000,131.8242344,13,1502,2006,1,2,0,144677,144677,162038,20060721,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_06.PDF,0.151793,-110.7971499,31.93580716,www.tucsonaz.gov/pro/pdsd/parcel_search/305672900,http://gis.pima.gov/maps/detail.cfm?p=305672900,85641
200,2019,305672850,20191200392,201904,249700,109.0869375,10,2289,2006,1,2,0,175293,175293,196328,20060912,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_07.PDF,0.222875,-110.7962152,31.93632736,www.tucsonaz.gov/pro/pdsd/parcel_search/305672850,http://gis.pima.gov/maps/detail.cfm?p=305672850,85641
201,2019,305672840,20190700584,201901,237000,114.6034816,11,2068,2006,1,2,0,165275,165275,185108,20061222,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_07.PDF,0.168093,-110.7962952,31.93652558,www.tucsonaz.gov/pro/pdsd/parcel_search/305672840,http://gis.pima.gov/maps/detail.cfm?p=305672840,85641
202,2019,305672570,20191990372,201907,220184,123.9774775,12,1776,2007,1,2,0,161861,161861,181284,20070905,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_06.PDF,0.170571,-110.7954276,31.93434042,www.tucsonaz.gov/pro/pdsd/parcel_search/305672570,http://gis.pima.gov/maps/detail.cfm?p=305672570,85641
203,2019,305672230,20192060417,201907,268000,117.0816951,11,2289,2007,1,2,450,198426,198426,222237,20070525,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_05.PDF,0.185389,-110.7940192,31.93367835,www.tucsonaz.gov/pro/pdsd/parcel_search/305672230,http://gis.pima.gov/maps/detail.cfm?p=305672230,85641
204,2019,305672220,20191490875,201903,246000,131.4102564,13,1872,2007,1,3,0,175999,175999,197119,20070525,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_05.PDF,0.169691,-110.7938732,31.93377301,www.tucsonaz.gov/pro/pdsd/parcel_search/305672220,http://gis.pima.gov/maps/detail.cfm?p=305672220,85641
205,2019,305672020,20190560301,201901,222500,125.2815315,12,1776,2008,1,2,0,162692,162692,182215,20080313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_06.PDF,0.154074,-110.7946837,31.93602033,www.tucsonaz.gov/pro/pdsd/parcel_search/305672020,http://gis.pima.gov/maps/detail.cfm?p=305672020,85641
206,2019,305671620,20191510432,201905,295000,127.4848747,12,2314,2006,1,2,450,213743,213743,239392,20060727,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_04.PDF,0.18901999,-110.7929197,31.935123,www.tucsonaz.gov/pro/pdsd/parcel_search/305671620,http://gis.pima.gov/maps/detail.cfm?p=305671620,85641
207,2019,305671590,20191540164,201904,265000,124.1217799,12,2135,2006,1,3,0,190846,190846,213748,20060727,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_05.PDF,0.192387,-110.7925444,31.93461725,www.tucsonaz.gov/pro/pdsd/parcel_search/305671590,http://gis.pima.gov/maps/detail.cfm?p=305671590,85641
208,2019,305671470,20191190422,201904,299900,103.3425224,10,2902,2008,1,3,0,218200,218200,244384,20080313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_05.PDF,0.174236,-110.7912681,31.93310717,www.tucsonaz.gov/pro/pdsd/parcel_search/305671470,http://gis.pima.gov/maps/detail.cfm?p=305671470,85641
209,2019,305671200,20191020503,201904,199000,128.6360698,12,1547,2007,1,3,0,156434,156434,175206,20070228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_03.PDF,0.197473,-110.7925656,31.93838101,www.tucsonaz.gov/pro/pdsd/parcel_search/305671200,http://gis.pima.gov/maps/detail.cfm?p=305671200,85641
210,2019,305671140,20191360342,201903,238500,128.4329564,12,1857,2006,1,3,0,174217,174217,195123,20060727,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_03.PDF,0.176386,-110.793758,31.93832889,www.tucsonaz.gov/pro/pdsd/parcel_search/305671140,http://gis.pima.gov/maps/detail.cfm?p=305671140,85641
211,2019,305670790,20191210476,201903,260000,121.7798595,12,2135,2006,1,3,0,190846,190846,213748,20080319,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_02.PDF,0.223897,-110.7938223,31.94094518,www.tucsonaz.gov/pro/pdsd/parcel_search/305670790,http://gis.pima.gov/maps/detail.cfm?p=305670790,85641
212,2019,305670780,20192110388,201906,254000,145.0599657,14,1751,2006,1,2,450,183290,183290,205285,20161116,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_02.PDF,0.20983,-110.7936373,31.94079697,www.tucsonaz.gov/pro/pdsd/parcel_search/305670780,http://gis.pima.gov/maps/detail.cfm?p=305670780,85641
213,2019,305670540,20191420431,201903,260000,133.0603889,13,1954,2010,1,3,0,194999,194999,218399,20101005,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_02.PDF,0.577205,-110.7934708,31.94234249,www.tucsonaz.gov/pro/pdsd/parcel_search/305670540,http://gis.pima.gov/maps/detail.cfm?p=305670540,85641
214,2019,305670420,20190020376,201901,280000,145.8333333,14,1920,2010,1,3,0,191253,191253,214203,20101005,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_04.PDF,0.74459302,-110.7907536,31.93632723,www.tucsonaz.gov/pro/pdsd/parcel_search/305670420,http://gis.pima.gov/maps/detail.cfm?p=305670420,85641
215,2019,305670220,20191160358,201904,315000,137.3147341,13,2294,2007,1,3,0,210783,210783,236077,20070228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_03.PDF,0.812231,-110.79125,31.94066308,www.tucsonaz.gov/pro/pdsd/parcel_search/305670220,http://gis.pima.gov/maps/detail.cfm?p=305670220,85641
216,2019,305670200,20192120304,201907,335000,122.5759239,12,2733,2007,1,3,0,238832,238832,267492,20070228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_02.PDF,0.72673398,-110.7917669,31.94108875,www.tucsonaz.gov/pro/pdsd/parcel_search/305670200,http://gis.pima.gov/maps/detail.cfm?p=305670200,85641
217,2019,305670100,20191440463,201905,380000,108.5714286,10,3500,2006,1,3,450,376334,376334,398914,20130919,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59015_01.PDF,0.381396,-110.7910444,31.94482893,www.tucsonaz.gov/pro/pdsd/parcel_search/305670100,http://gis.pima.gov/maps/detail.cfm?p=305670100,85710
218,2019,305520210,20190910495,201904,399500,145.5373406,14,2745,2009,1,2,0,306567,306567,269472,20091124,http://www.asr.pima.gov/ParcelData/Map/Arm/T17S/M171628.PDF,4.5322299,-110.7139946,31.9292983,www.tucsonaz.gov/pro/pdsd/parcel_search/305520210,http://gis.pima.gov/maps/detail.cfm?p=305520210,85641
219,2019,305501040,20192100493,201907,423500,176.9005848,17,2394,2007,1,3,450,317725,317725,339966,20120627,http://www.asr.pima.gov/ParcelData/Map/Arm/MP17/17086_02.PDF,1.10934997,-110.6888147,31.96748507,www.tucsonaz.gov/pro/pdsd/parcel_search/305501040,http://gis.pima.gov/maps/detail.cfm?p=305501040,85641
220,2019,305501000,20190630247,201902,460000,127.9554937,12,3595,2006,1,3,450,417025,417025,446217,20121128,http://www.asr.pima.gov/ParcelData/Map/Arm/MP17/17086.PDF,1.10817003,-110.6904558,31.96831413,www.tucsonaz.gov/pro/pdsd/parcel_search/305501000,http://gis.pima.gov/maps/detail.cfm?p=305501000,85641
221,2019,305500790,20191900560,201905,350000,177.3948302,17,1973,2005,1,3,0,251119,251119,268697,20061026,http://www.asr.pima.gov/ParcelData/Map/Arm/MP17/17086_01.PDF,1.13390005,-110.6915073,31.96455979,www.tucsonaz.gov/pro/pdsd/parcel_search/305500790,http://gis.pima.gov/maps/detail.cfm?p=305500790,85641
222,2019,305500570,20191650405,201905,500000,175.1313485,17,2855,2009,1,3,0,363482,363482,388926,20111212,http://www.asr.pima.gov/ParcelData/Map/Arm/MP17/17086.PDF,1.08492005,-110.6963309,31.9690364,www.tucsonaz.gov/pro/pdsd/parcel_search/305500570,http://gis.pima.gov/maps/detail.cfm?p=305500570,85641
